estado,"a0=(0, 0, 0, 0)","a1=(0, 0, 0, 1)","a2=(0, 0, 0, 2)","a3=(0, 0, 1, 0)","a4=(0, 0, 1, 1)","a5=(0, 0, 1, 2)","a6=(0, 0, 2, 0)","a7=(0, 0, 2, 1)","a8=(0, 0, 2, 2)","a9=(0, 1, 0, 0)","a10=(0, 1, 0, 1)","a11=(0, 1, 0, 2)","a12=(0, 1, 1, 0)","a13=(0, 1, 1, 1)","a14=(0, 1, 1, 2)","a15=(0, 1, 2, 0)","a16=(0, 1, 2, 1)","a17=(0, 1, 2, 2)","a18=(0, 2, 0, 0)","a19=(0, 2, 0, 1)","a20=(0, 2, 0, 2)","a21=(0, 2, 1, 0)","a22=(0, 2, 1, 1)","a23=(0, 2, 1, 2)","a24=(0, 2, 2, 0)","a25=(0, 2, 2, 1)","a26=(0, 2, 2, 2)","a27=(1, 0, 0, 0)","a28=(1, 0, 0, 1)","a29=(1, 0, 0, 2)","a30=(1, 0, 1, 0)","a31=(1, 0, 1, 1)","a32=(1, 0, 1, 2)","a33=(1, 0, 2, 0)","a34=(1, 0, 2, 1)","a35=(1, 0, 2, 2)","a36=(1, 1, 0, 0)","a37=(1, 1, 0, 1)","a38=(1, 1, 0, 2)","a39=(1, 1, 1, 0)","a40=(1, 1, 1, 1)","a41=(1, 1, 1, 2)","a42=(1, 1, 2, 0)","a43=(1, 1, 2, 1)","a44=(1, 1, 2, 2)","a45=(1, 2, 0, 0)","a46=(1, 2, 0, 1)","a47=(1, 2, 0, 2)","a48=(1, 2, 1, 0)","a49=(1, 2, 1, 1)","a50=(1, 2, 1, 2)","a51=(1, 2, 2, 0)","a52=(1, 2, 2, 1)","a53=(1, 2, 2, 2)","a54=(2, 0, 0, 0)","a55=(2, 0, 0, 1)","a56=(2, 0, 0, 2)","a57=(2, 0, 1, 0)","a58=(2, 0, 1, 1)","a59=(2, 0, 1, 2)","a60=(2, 0, 2, 0)","a61=(2, 0, 2, 1)","a62=(2, 0, 2, 2)","a63=(2, 1, 0, 0)","a64=(2, 1, 0, 1)","a65=(2, 1, 0, 2)","a66=(2, 1, 1, 0)","a67=(2, 1, 1, 1)","a68=(2, 1, 1, 2)","a69=(2, 1, 2, 0)","a70=(2, 1, 2, 1)","a71=(2, 1, 2, 2)","a72=(2, 2, 0, 0)","a73=(2, 2, 0, 1)","a74=(2, 2, 0, 2)","a75=(2, 2, 1, 0)","a76=(2, 2, 1, 1)","a77=(2, 2, 1, 2)","a78=(2, 2, 2, 0)","a79=(2, 2, 2, 1)","a80=(2, 2, 2, 2)"
c=M dc=+ h=B dh=+ L=A dL=+ preo=A,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.4241,0.0000,0.0000,2.5830,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0302
c=M dc=+ h=M dh=- L=B dL=- preo=B,12.8883,12.7072,12.3510,12.6681,10.7732,13.2240,13.8896,12.9131,14.3737,11.5333,12.3378,12.8547,12.3110,14.7259,14.7971,14.3237,14.5330,14.3490,10.7893,13.0511,15.1926,13.3875,13.4192,15.2610,13.1645,13.6419,15.4876,11.9709,14.2440,12.9984,13.1289,13.4362,14.1515,13.8770,13.2868,14.3029,13.5503,13.7337,13.3628,13.7419,14.4043,15.3148,13.4325,14.0363,15.8236,14.4309,14.7172,15.6210,13.8315,15.8526,15.6904,14.9051,14.2663,15.9786,12.4307,13.7676,15.1444,14.4432,13.7768,14.2241,13.4786,14.8454,15.5892,13.5731,15.0640,14.7251,13.6759,14.1200,15.3392,14.5335,15.3546,15.9198,14.1012,15.0263,15.8577,16.1265,15.4706,15.9006,16.0188,16.0573,16.4947
c=M dc=+ h=M dh=- L=B dL=- preo=M,4.8442,7.5570,4.7698,3.7718,5.2040,4.9848,3.9375,-0.1367,-0.2749,7.9232,9.1905,-0.1526,8.7000,5.7297,-0.1505,7.4682,5.7588,10.3976,6.5054,9.5515,7.4007,3.4260,8.0255,-0.1170,7.5300,7.4740,1.9127,7.8685,9.5545,6.2675,1.9067,4.9532,8.3822,4.5524,-0.1330,10.0582,6.3947,1.6950,-0.1608,7.1341,6.8938,4.1987,9.3461,-0.1256,7.6710,9.1069,-0.1668,8.2707,-0.1585,5.7042,6.0367,8.1283,7.1083,8.5388,6.1088,3.9461,6.6125,6.0894,4.8492,10.6689,-0.1120,-0.1308,6.6116,3.9278,4.8898,8.9635,4.1073,11.0605,8.4802,12.5766,10.7240,4.8529,6.2429,9.4922,9.8256,9.0871,4.7089,10.4692,10.9823,13.4043,5.3974
c=M dc=+ h=M dh=- L=B dL=- preo=A,0.0000,-0.1526,-0.1827,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1418,-0.1796,-0.1575,0.0000,-0.2008,-0.1497,0.0000,0.0000,-0.1768,-0.1548,0.0000,0.0000,0.0000,0.0000,-0.1342,-0.1099,-0.1108,0.0000,-0.1195,0.1669,-0.1674,0.0000,0.0000,-0.0826,0.0000,0.0000,0.0000,-0.1520,0.0000,0.0000,-0.1177,0.0000,3.0662,-0.1094,4.3479,-0.1094,0.0000,5.2518,-0.1057,0.0000,0.0000,-0.1209,-0.1517,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2142,-0.1400,0.0000,-0.0886,-0.1148,0.0000,0.0000,1.5339,-0.0321,-0.1202,0.0000,0.0000,-0.0371,0.0000,0.0000,0.0000,0.0000,11.3444,0.0000,-0.1159,0.0000
c=M dc=+ h=M dh=- L=B dL=0 preo=B,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.1302,0.0000,0.0000,0.8576,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3733,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.4802,6.8681,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4941,0.0000,0.0000,2.4624,0.0000,0.0000,-0.1068,0.0000,0.0000,0.0000,0.0000,15.7429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3611,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.7364,0.0000,0.0000,0.0000,0.0000,8.2820,0.0000,6.7712,7.4841,0.0000
c=M dc=+ h=M dh=- L=B dL=0 preo=M,5.0936,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.4448,0.0000,0.0000,4.0223,0.0000,0.0000,0.0000,0.0000,0.0000,5.1018,-0.1383,0.0000,-0.0980,-0.1591,0.0000,0.0000,0.0000,6.4516,0.0000,0.0000,-0.1490,0.0000,-0.1530,-0.1535,0.0000,6.3663,0.0000,4.9392,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.5784,0.0000,0.0000,-0.1388,0.0000,0.0000,7.3553,0.0000,0.5393,0.0000,6.3263,0.0000,0.0000,0.0000,6.5532,0.0000,0.0000,6.4610,0.0000,0.0000,0.0000,0.0000,12.6803,5.9331,0.0000,0.0000,-0.1135,0.0000,0.0000,0.0000,0.0000,0.0000,6.5412,-0.1170,5.5779,0.0000
c=M dc=+ h=M dh=- L=B dL=0 preo=A,0.0000,-0.1816,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.1014,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1352,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1707,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1464,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=M dc=+ h=M dh=- L=B dL=+ preo=B,0.0000,0.0000,2.8675,0.0000,4.5764,0.0000,0.0000,6.1447,10.6855,0.0000,0.0000,6.4390,0.0000,0.0000,0.0000,0.0000,5.9792,6.1669,0.0000,0.0000,0.0000,0.0000,0.0000,7.3555,5.3126,6.8017,10.5284,0.0000,0.0000,9.3851,0.0000,0.0000,7.4928,0.0000,6.8111,0.0000,0.0000,0.0000,0.0000,8.0835,0.0000,7.1252,0.0000,11.0109,6.1578,9.3423,5.9789,0.0000,0.0000,0.0000,0.0000,0.0000,7.6269,0.0000,7.3754,9.8786,0.0000,-0.1518,0.0000,11.0463,0.0000,5.8737,0.0000,7.1432,7.2173,11.6966,0.0000,0.0000,7.1507,11.0982,0.0000,8.2776,0.0000,5.7041,15.6065,7.5346,4.7952,0.0000,6.9378,8.3881,0.0000
c=M dc=+ h=M dh=- L=B dL=+ preo=M,0.0000,4.4119,0.0000,-0.1634,0.0000,0.0000,0.0000,-0.1594,0.0000,0.0000,0.0000,-0.1823,4.4595,0.0000,0.0000,9.6032,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1634,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1318,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1266,0.0000,4.1482,0.0000,0.0000,0.0000,-0.1197,-0.1400,0.0000,-0.1581,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1147,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1410,0.0000,0.0000,-0.0968,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=M dc=+ h=M dh=- L=B dL=+ preo=A,-0.2937,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1113,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.6588,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.7954,-0.1301,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1102,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1245,-0.1111,0.0000
c=M dc=+ h=M dh=- L=M dL=- preo=B,0.0000,0.0000,0.0000,0.0000,7.0051,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5125,0.0000,5.5449,0.0000,0.0000,0.0000,0.0000,0.0000,6.4377,3.8080,0.0000,0.0000,0.0000,6.6583,0.0000,0.0000,5.0772,0.0000,7.4025,0.0000,2.5629,5.0685,0.0000,0.0000,0.0000,0.0000,0.0000,6.7422,0.0000,0.0000,14.5985,7.7555,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.9861,0.0000,0.0000,0.0000,0.0000,-0.2551,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.8067,9.5232,0.0000,7.7020,0.0000,0.0000,2.2288,8.3314,7.1533,9.8014,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3893
c=M dc=+ h=M dh=- L=M dL=- preo=M,5.6048,7.8844,-0.2112,-0.1888,4.8389,0.0000,0.0000,11.0331,3.0391,0.0000,-0.2482,0.0000,0.0000,-0.1908,4.2263,-0.1983,5.7887,0.0000,4.5430,6.7271,0.0000,0.0000,4.8033,0.0000,4.3769,-0.2405,0.0000,0.0000,0.0000,4.8152,5.2884,0.0000,0.0000,0.0000,0.0000,6.7841,6.0704,0.0000,3.1676,0.0000,-0.1858,0.0000,0.0000,4.7585,0.0000,5.6567,0.0000,0.0000,0.0000,-0.1419,-0.2386,3.7750,0.0000,8.6212,0.0000,0.0000,0.0000,0.0000,0.0000,7.7150,5.6806,0.0000,6.7067,6.3349,0.0000,3.5348,3.4562,6.8487,0.0000,6.2326,0.0000,0.0000,0.0000,0.0000,0.0000,5.6017,0.0000,0.0000,0.0000,-0.2307,5.7872
c=M dc=+ h=M dh=- L=M dL=- preo=A,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2040,0.0000,0.0000,-0.3357,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2382,10.3740,0.0000,0.0000,0.0000,-0.2098,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1668,0.0000,0.0000,-0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0332,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2519,0.0000,0.0000,0.0000
c=M dc=+ h=M dh=- L=M dL=0 preo=B,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.9651,0.0000,0.0000,0.0000,0.0000,6.0384,14.5108,0.0000,7.5682,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3467,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6870,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=M dc=+ h=M dh=- L=M dL=0 preo=M,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2083,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2430,0.0000,-0.2244,0.0000,11.9052,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6958,0.0000,0.0000,-0.2436,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1837,0.0000,5.3433,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2775,0.0000,0.0000,0.0000
c=M dc=+ h=M dh=- L=M dL=0 preo=A,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2239,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1665,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2218,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.7217,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=M dc=+ h=M dh=- L=M dL=+ preo=B,6.1041,0.0000,0.0000,9.8375,0.0000,0.0000,0.0000,7.2900,0.0000,0.0000,6.7228,5.1295,0.0000,10.5870,0.0000,0.0000,0.0000,0.0000,6.6130,0.0000,6.0153,5.7973,7.3695,0.0000,0.0000,0.0000,2.1859,0.0000,10.9841,6.7434,7.2619,7.5775,6.5982,0.0000,0.0000,6.4060,0.0000,0.0000,9.7539,10.8643,2.4964,7.4062,0.0000,0.0000,0.0000,9.5273,6.5389,0.0000,0.0000,8.1644,0.0000,8.9064,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.5749,9.6484,-0.2212,14.2582,0.0000,12.1579,11.1335,6.2164,7.4351,13.3270,0.0000,7.2801,13.9720,9.9973,6.7490,0.0000,7.0208,2.3828,4.0510,10.4438,7.7731,0.0000,0.0000
c=M dc=+ h=M dh=- L=M dL=+ preo=M,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2288,-0.2221,-0.1629,-0.2319,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1815,0.0000,0.0000,0.0000,0.0000,-0.2791,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8698,3.4240,-0.2257,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2317,0.0000,-0.1993,0.0000,-0.1614,0.0000,-0.2228,-0.1575,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2272,0.0000,0.0000,0.0000,4.8321,0.0000,0.0000,0.0000,0.0000,-0.1494,0.0000,0.0000,0.0000,0.0000,12.4378,-0.1990,0.0000,0.0000,0.0000,-0.1940,0.0000,-0.1813,0.0000,0.0000,0.0000,0.0000,0.0000
c=M dc=+ h=M dh=- L=M dL=+ preo=A,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0683,0.0000,0.0000,0.0000,-0.0716,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2164,0.0000,-0.3435,0.0000,0.0000,-0.3424,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0381,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2379,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1867,0.0000,0.0000,0.0000,0.0000,-0.0938
c=M dc=+ h=M dh=- L=A dL=- preo=B,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.7396,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.7254,0.0000,0.0000
c=M dc=+ h=M dh=- L=A dL=- preo=M,0.0000,0.0000,0.0000,0.0000,0.0000,10.7456,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2234,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3445,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=M dc=+ h=M dh=- L=A dL=- preo=A,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=M dc=+ h=M dh=- L=A dL=0 preo=B,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.7964,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=M dc=+ h=M dh=- L=A dL=0 preo=M,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.7711,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=M dc=+ h=M dh=- L=A dL=0 preo=A,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.1377,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=M dc=+ h=M dh=- L=A dL=+ preo=B,0.0000,0.0000,6.6368,0.0000,6.4887,0.0000,0.0000,0.0000,0.0000,4.6113,0.0000,0.0000,0.0000,14.1197,4.7114,7.3980,0.0000,0.0000,0.0000,0.0000,7.2771,0.0000,0.0000,5.8701,6.5696,0.0000,0.0000,0.0000,4.4484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.2354,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.7849,0.0000,6.4599,0.0000,0.0000,0.0000,0.0000,10.2218,0.0000,0.0000,0.0000,0.0000,-0.1431,0.0000,0.0000,0.0000,0.0000,7.2365,6.7010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.0335,0.0000,6.5970,6.5550,0.0000,9.1985,10.7826,0.0000,0.0000,0.0000,7.3149,0.0000
c=M dc=+ h=M dh=- L=A dL=+ preo=M,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.8095,5.7682,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3584,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.3552,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=M dc=+ h=M dh=- L=A dL=+ preo=A,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2074,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2704,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5369,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2886,0.0000,0.0000,0.0000,0.0000,0.0000
c=M dc=+ h=M dh=0 L=B dL=- preo=B,10.2586,13.0766,12.2443,13.0553,11.9514,14.4898,13.5831,12.5805,14.4733,10.7029,13.1087,14.5565,14.3386,12.2812,14.2076,14.2600,14.3382,13.5827,12.6274,14.1048,14.5076,13.8731,14.6270,15.4129,13.8033,14.4230,14.7620,12.7909,13.6028,13.1957,13.9512,12.7949,13.4032,12.7134,13.9510,12.8557,14.3109,14.5252,14.6994,14.1012,13.5753,14.7713,13.2968,13.8525,15.5220,10.9246,15.3054,15.1404,13.1713,15.4941,13.3429,14.5616,15.4727,16.2955,12.3455,12.7537,14.8218,13.9224,14.4191,15.1913,12.9690,15.4053,15.3154,13.0416,14.2956,14.8752,13.4096,15.2619,15.3391,14.7221,15.5652,15.2141,13.5743,15.8344,15.7149,15.6930,14.7819,16.2960,14.9668,15.7675,16.6136
