episodio,retorno,c_medio,coste_medio,epsilon,error_TD_medio
13412,248.8963,0.3375,5.1014,0.0200,0.528282
13413,277.2460,0.3431,5.1096,0.0200,0.467610
13414,232.7680,0.3401,5.0110,0.0200,0.538636
13415,250.3179,0.3403,5.1288,0.0200,0.567680
13416,263.2633,0.3455,5.0959,0.0200,0.599118
13417,279.8328,0.3350,4.9151,0.0200,0.469035
13418,269.3263,0.3235,4.9315,0.0200,0.455149
13419,257.9861,0.3362,5.1370,0.0200,0.527149
13420,292.1162,0.3436,4.9370,0.0200,0.472624
13421,260.7374,0.3388,4.9973,0.0200,0.478717
13422,267.1956,0.3440,4.9726,0.0200,0.520701
13423,274.1735,0.3431,5.1123,0.0200,0.442119
13424,255.8517,0.3389,5.0438,0.0200,0.456910
13425,254.1336,0.3415,5.0740,0.0200,0.459812
13426,240.4595,0.3340,5.1014,0.0200,0.502192
13427,278.0940,0.3322,4.9068,0.0200,0.523044
13428,238.7769,0.3423,4.9315,0.0200,0.674289
13429,274.1736,0.3360,4.9260,0.0200,0.519119
13430,256.6654,0.3385,5.2466,0.0200,0.518756
13431,243.8313,0.3370,5.1123,0.0200,0.511787
13432,246.0985,0.3347,4.9479,0.0200,0.578737
13433,289.8559,0.3366,4.8630,0.0200,0.496254
13434,282.2402,0.3293,4.9178,0.0200,0.516838
13435,242.7576,0.3392,5.1507,0.0200,0.500552
13436,257.7566,0.3393,5.0329,0.0200,0.556747
13437,264.6394,0.3409,5.0411,0.0200,0.497669
13438,250.0594,0.3410,4.9260,0.0200,0.538395
13439,218.9189,0.3356,5.2603,0.0200,0.590266
13440,273.6428,0.3358,4.8356,0.0200,0.458433
13441,262.9205,0.3390,5.2521,0.0200,0.512443
13442,268.8692,0.3431,5.0904,0.0200,0.437773
13443,300.7658,0.3442,4.9753,0.0200,0.421839
13444,257.0411,0.3372,5.0164,0.0200,0.562937
13445,247.9165,0.3373,5.1534,0.0200,0.465985
13446,229.0232,0.3434,5.1699,0.0200,0.613089
13447,270.3833,0.3386,5.0411,0.0200,0.471448
13448,256.2487,0.3383,5.0795,0.0200,0.502927
13449,262.3681,0.3365,5.0356,0.0200,0.482691
13450,249.8349,0.3369,4.9452,0.0200,0.589018
13451,279.0463,0.3445,5.1973,0.0200,0.465117
13452,257.8909,0.3428,4.8986,0.0200,0.592458
13453,262.5344,0.3419,5.0904,0.0200,0.470356
13454,283.8028,0.3370,5.0247,0.0200,0.488001
13455,238.8094,0.3369,5.0247,0.0200,0.509115
13456,269.7799,0.3357,4.9945,0.0200,0.471190
13457,255.6194,0.3406,4.9315,0.0200,0.462285
13458,270.0912,0.3354,4.9452,0.0200,0.511723
13459,278.1597,0.3432,4.9671,0.0200,0.481880
13460,269.7250,0.3424,5.0329,0.0200,0.478914
13461,263.0681,0.3394,5.0658,0.0200,0.445131
13462,251.5362,0.3451,5.0411,0.0200,0.578658
13463,250.4362,0.3347,5.0740,0.0200,0.483787
13464,256.0898,0.3418,4.9342,0.0200,0.559759
13465,285.1526,0.3349,5.0767,0.0200,0.454433
13466,229.7067,0.3436,5.2959,0.0200,0.590309
13467,240.5558,0.3383,4.9781,0.0200,0.475483
13468,245.4282,0.3402,5.0082,0.0200,0.605166
13469,293.6774,0.3399,4.7918,0.0200,0.452452
13470,236.6140,0.3407,5.0959,0.0200,0.506115
13471,242.9310,0.3446,5.0740,0.0200,0.645518
13472,261.5108,0.3412,5.0055,0.0200,0.525817
13473,264.4228,0.3377,5.1178,0.0200,0.452965
13474,260.6180,0.3392,5.1041,0.0200,0.480243
13475,261.0431,0.3415,5.2521,0.0200,0.563042
13476,252.4961,0.3376,5.0438,0.0200,0.447167
13477,256.2648,0.3393,4.9945,0.0200,0.463414
13478,226.8491,0.3429,5.1616,0.0200,0.583928
13479,256.7015,0.3388,4.8822,0.0200,0.511639
13480,251.2163,0.3406,5.0822,0.0200,0.538847
13481,244.2952,0.3375,5.0932,0.0200,0.541947
13482,242.9898,0.3394,5.1452,0.0200,0.536053
13483,251.3523,0.3394,5.1014,0.0200,0.449607
13484,223.4746,0.3405,5.0740,0.0200,0.586799
13485,277.5921,0.3424,5.0521,0.0200,0.437109
13486,270.1152,0.3340,4.9123,0.0200,0.458347
13487,246.4961,0.3423,5.2027,0.0200,0.480978
13488,238.1963,0.3389,5.2411,0.0200,0.562913
13489,253.3510,0.3407,5.0822,0.0200,0.552009
13490,253.3418,0.3406,5.0329,0.0200,0.562617
13491,255.7868,0.3391,5.0822,0.0200,0.457655
13492,275.0988,0.3427,5.0329,0.0200,0.544268
13493,262.2596,0.3433,4.9890,0.0200,0.549304
13494,241.8557,0.3380,5.1288,0.0200,0.576582
13495,257.3356,0.3398,4.9507,0.0200,0.523595
13496,265.3701,0.3357,5.1151,0.0200,0.430341
13497,228.3245,0.3455,4.9836,0.0200,0.680472
13498,247.4827,0.3379,5.1041,0.0200,0.590399
13499,240.5866,0.3410,5.0849,0.0200,0.578453
13500,234.9744,0.3371,5.0082,0.0200,0.490731
13501,241.5803,0.3382,5.1041,0.0200,0.540571
13502,263.6184,0.3403,5.0822,0.0200,0.458192
13503,240.1204,0.3383,5.1123,0.0200,0.568957
13504,275.0096,0.3223,4.8000,0.0200,0.527699
13505,244.1264,0.3432,5.1205,0.0200,0.500015
13506,235.4585,0.3385,5.1726,0.0200,0.578565
13507,244.0240,0.3361,4.8822,0.0200,0.516590
13508,252.4013,0.3368,5.0548,0.0200,0.552590
13509,277.3188,0.3375,5.0959,0.0200,0.426751
13510,242.7171,0.3345,4.9342,0.0200,0.525159
13511,259.7190,0.3361,5.1644,0.0200,0.489085
13512,268.3086,0.3432,5.0055,0.0200,0.520768
13513,249.4199,0.3335,5.0137,0.0200,0.531325
13514,275.6955,0.3350,4.9288,0.0200,0.528575
13515,261.3474,0.3422,5.0685,0.0200,0.527635
13516,260.1192,0.3434,5.1123,0.0200,0.656903
13517,263.6792,0.3391,5.1342,0.0200,0.476684
13518,272.2666,0.3419,5.0192,0.0200,0.573737
13519,270.2606,0.3227,4.8575,0.0200,0.515158
13520,268.3333,0.3445,5.0795,0.0200,0.503414
13521,245.7086,0.3388,5.0192,0.0200,0.476300
13522,256.7201,0.3458,5.0027,0.0200,0.591487
13523,284.3852,0.3404,4.8904,0.0200,0.458985
13524,248.1078,0.3391,5.0521,0.0200,0.490879
13525,249.8675,0.3427,5.0767,0.0200,0.544875
13526,262.0449,0.3367,4.9315,0.0200,0.524315
13527,234.5640,0.3414,5.0082,0.0200,0.661573
13528,255.8764,0.3358,5.0055,0.0200,0.503438
13529,256.5353,0.3404,5.1644,0.0200,0.498437
13530,251.5725,0.3312,5.0438,0.0200,0.551905
13531,217.1808,0.3430,5.1562,0.0200,0.635950
13532,236.9126,0.3410,5.0411,0.0200,0.722822
13533,251.1445,0.3415,5.0411,0.0200,0.534418
13534,262.3069,0.3179,4.7808,0.0200,0.500728
13535,238.6152,0.3394,5.1205,0.0200,0.593841
13536,260.4800,0.3371,5.0658,0.0200,0.468182
13537,255.6584,0.3387,5.0466,0.0200,0.476501
13538,279.7094,0.3396,5.0603,0.0200,0.422226
13539,268.0896,0.3363,4.8110,0.0200,0.502401
13540,236.6225,0.3393,4.9534,0.0200,0.551509
13541,280.1291,0.3442,5.0356,0.0200,0.476928
13542,242.6557,0.3363,5.0658,0.0200,0.508057
13543,259.9671,0.3348,5.0904,0.0200,0.485490
13544,283.2519,0.3422,4.9096,0.0200,0.464498
13545,231.6488,0.3346,5.0877,0.0200,0.590977
13546,264.2244,0.3397,4.9507,0.0200,0.488733
13547,276.3650,0.3417,5.0630,0.0200,0.521520
13548,255.9085,0.3395,4.9014,0.0200,0.550140
13549,239.8011,0.3408,5.0658,0.0200,0.482802
13550,253.6910,0.3411,5.0027,0.0200,0.505437
13551,188.3777,0.3429,5.1370,0.0200,0.641523
13552,258.1744,0.3385,4.9890,0.0200,0.437671
13553,260.3370,0.3421,5.0658,0.0200,0.435238
13554,253.4527,0.3290,4.8082,0.0200,0.525642
13555,255.1030,0.3382,4.9589,0.0200,0.518131
13556,225.6913,0.3400,5.0137,0.0200,0.608687
13557,278.5824,0.3437,4.9753,0.0200,0.498121
13558,264.5599,0.3132,4.8685,0.0200,0.576207
13559,248.8527,0.3411,5.2603,0.0200,0.441925
13560,256.2675,0.3438,4.9890,0.0200,0.570725
13561,255.4120,0.3378,5.0932,0.0200,0.482336
13562,263.8047,0.3359,4.9753,0.0200,0.508598
13563,279.6351,0.3404,4.8082,0.0200,0.416758
13564,247.3831,0.3369,5.0986,0.0200,0.576881
13565,249.5041,0.3392,5.0630,0.0200,0.530835
13566,247.4382,0.3422,5.0411,0.0200,0.487110
13567,241.5644,0.3366,5.2082,0.0200,0.531102
13568,233.3934,0.3377,5.1945,0.0200,0.558606
13569,241.4416,0.3410,5.2055,0.0200,0.527455
13570,245.8320,0.3395,5.0301,0.0200,0.567805
13571,214.8914,0.3413,5.1836,0.0200,0.607511
13572,240.4671,0.3427,5.0959,0.0200,0.628175
13573,260.2796,0.3378,4.9726,0.0200,0.524694
13574,248.4901,0.3376,5.0301,0.0200,0.553120
13575,263.3650,0.3316,4.9452,0.0200,0.494665
13576,271.0811,0.3362,5.0247,0.0200,0.561005
13577,264.6432,0.3412,5.0685,0.0200,0.516709
13578,270.5223,0.3422,4.9041,0.0200,0.550952
13579,225.9251,0.3394,5.1699,0.0200,0.582811
13580,248.0946,0.3443,4.9671,0.0200,0.650073
13581,270.2948,0.3354,4.8548,0.0200,0.425224
13582,241.9757,0.3382,5.0110,0.0200,0.542526
13583,276.8445,0.3312,4.8082,0.0200,0.485908
13584,272.3666,0.3398,4.9178,0.0200,0.500888
13585,263.6994,0.3396,5.0904,0.0200,0.457397
13586,257.4626,0.3445,5.0438,0.0200,0.528353
13587,240.2755,0.3386,5.1096,0.0200,0.580876
13588,268.3099,0.3355,4.9753,0.0200,0.428097
13589,257.5817,0.3390,5.1616,0.0200,0.492025
13590,276.4668,0.3467,5.1479,0.0200,0.471392
13591,219.2538,0.3355,5.0000,0.0200,0.657306
13592,256.0960,0.3373,5.1123,0.0200,0.458225
13593,232.6893,0.3373,5.1096,0.0200,0.512576
13594,235.8681,0.3378,5.0767,0.0200,0.611857
13595,271.0427,0.3338,5.0822,0.0200,0.508326
13596,283.4932,0.3406,4.9151,0.0200,0.404343
13597,250.5061,0.3347,5.1836,0.0200,0.476684
13598,253.6980,0.3393,5.0603,0.0200,0.476418
13599,246.5791,0.3373,5.0384,0.0200,0.498300
13600,266.4807,0.3347,5.0411,0.0200,0.504566
13601,228.9976,0.3381,5.0438,0.0200,0.649189
13602,237.0939,0.3379,5.2137,0.0200,0.555857
13603,250.3436,0.3373,5.0603,0.0200,0.482595
13604,228.2614,0.3396,5.0575,0.0200,0.599367
13605,251.7870,0.3432,5.1918,0.0200,0.458963
13606,264.4721,0.3306,4.9616,0.0200,0.482497
13607,261.2416,0.3393,5.1178,0.0200,0.503216
13608,266.7527,0.3337,4.8082,0.0200,0.535677
13609,255.6805,0.3366,4.9562,0.0200,0.594208
13610,272.8137,0.3407,4.8904,0.0200,0.469691
13611,276.1085,0.3410,5.0521,0.0200,0.426585
13612,254.8007,0.3420,5.1233,0.0200,0.549197
13613,261.2374,0.3396,5.0849,0.0200,0.468777
13614,254.1840,0.3350,5.0384,0.0200,0.539524
13615,265.7977,0.3420,5.0438,0.0200,0.474391
13616,272.5589,0.3391,4.9151,0.0200,0.480820
13617,246.5485,0.3405,5.2137,0.0200,0.504497
13618,230.9324,0.3402,4.9808,0.0200,0.590064
13619,225.2209,0.3410,5.0740,0.0200,0.587022
13620,232.4374,0.3420,5.1096,0.0200,0.522857
13621,250.2521,0.3440,5.1616,0.0200,0.478151
13622,276.2344,0.3325,4.9397,0.0200,0.518404
13623,258.8080,0.3424,5.0740,0.0200,0.475103
13624,252.5506,0.3365,5.0055,0.0200,0.490597
13625,259.9823,0.3451,5.1753,0.0200,0.619192
13626,270.5106,0.3384,4.8466,0.0200,0.499678
13627,263.8326,0.3405,4.9014,0.0200,0.630281
13628,263.7137,0.3409,4.9589,0.0200,0.511289
13629,251.6393,0.3304,4.8603,0.0200,0.719589
13630,258.4929,0.3379,5.1479,0.0200,0.550275
13631,290.3411,0.3379,4.9836,0.0200,0.484632
13632,268.3252,0.3227,4.6795,0.0200,0.510494
13633,261.9875,0.3346,4.9973,0.0200,0.539019
13634,245.9816,0.3323,4.9178,0.0200,0.526441
13635,277.9770,0.3416,5.0822,0.0200,0.422175
13636,240.2875,0.3428,5.0767,0.0200,0.515146
13637,262.0811,0.3323,4.8932,0.0200,0.516109
13638,294.6935,0.3295,4.8411,0.0200,0.441505
13639,279.8564,0.3380,4.8192,0.0200,0.509940
13640,258.0284,0.3413,4.8192,0.0200,0.524776
13641,241.9867,0.3414,5.0822,0.0200,0.587908
13642,241.6453,0.3430,5.0575,0.0200,0.569084
13643,245.6537,0.3398,5.0822,0.0200,0.485150
13644,272.3363,0.3393,4.9397,0.0200,0.472166
13645,266.4537,0.3375,5.0685,0.0200,0.505121
13646,250.8109,0.3402,5.0055,0.0200,0.485408
13647,252.1289,0.3388,5.1123,0.0200,0.530691
13648,248.7531,0.3417,5.1425,0.0200,0.562915
13649,266.0630,0.3375,4.9205,0.0200,0.502028
13650,294.3087,0.3391,4.8767,0.0200,0.432291
13651,289.1978,0.3400,5.0356,0.0200,0.459542
13652,245.9666,0.3413,5.0411,0.0200,0.538015
13653,249.6010,0.3359,5.0521,0.0200,0.577207
13654,261.1420,0.3401,5.0219,0.0200,0.478400
13655,284.1735,0.3323,4.8055,0.0200,0.501316
13656,261.3364,0.3358,4.9863,0.0200,0.459180
13657,268.8689,0.3402,5.0521,0.0200,0.531707
13658,242.5793,0.3372,5.0164,0.0200,0.502496
13659,280.2456,0.3411,4.9699,0.0200,0.450477
13660,232.6077,0.3411,4.9726,0.0200,0.568730
13661,234.7139,0.3377,5.0740,0.0200,0.659280
13662,252.3248,0.3373,5.0438,0.0200,0.486341
13663,260.0360,0.3433,4.9863,0.0200,0.554568
13664,272.9140,0.3383,4.9863,0.0200,0.420195
13665,255.5514,0.3387,5.0219,0.0200,0.621989
13666,249.4980,0.3401,5.1699,0.0200,0.600830
13667,239.0248,0.3372,5.0356,0.0200,0.698235
13668,258.4498,0.3375,5.0493,0.0200,0.550630
13669,268.1537,0.3353,5.0164,0.0200,0.505753
13670,252.5749,0.3411,4.9918,0.0200,0.460520
13671,268.6183,0.3395,5.0685,0.0200,0.464304
13672,289.7035,0.3437,4.9041,0.0200,0.433650
13673,228.4858,0.3404,5.0712,0.0200,0.535151
13674,247.0825,0.3407,5.2082,0.0200,0.597687
13675,257.8863,0.3371,5.0795,0.0200,0.498846
13676,219.3368,0.3356,5.0822,0.0200,0.621471
13677,241.0534,0.3416,5.3151,0.0200,0.629605
13678,245.4810,0.3463,5.0849,0.0200,0.555250
13679,270.5684,0.3353,4.9425,0.0200,0.425766
13680,249.7886,0.3431,5.0712,0.0200,0.567093
13681,235.9022,0.3390,5.1425,0.0200,0.501030
13682,249.4217,0.3464,5.0630,0.0200,0.581798
13683,266.7937,0.3349,4.7096,0.0200,0.499427
13684,248.7358,0.3416,4.9945,0.0200,0.575122
13685,254.2378,0.3381,5.1123,0.0200,0.467740
13686,258.8483,0.3444,5.1397,0.0200,0.530602
13687,224.4903,0.3424,5.0575,0.0200,0.754672
13688,261.9010,0.3360,4.9808,0.0200,0.470477
13689,252.3902,0.3398,5.0685,0.0200,0.470963
13690,254.0133,0.3401,5.0274,0.0200,0.468367
13691,266.5674,0.3454,5.0521,0.0200,0.637850
13692,261.0826,0.3356,5.0904,0.0200,0.464759
13693,252.3120,0.3251,4.9589,0.0200,0.493143
13694,249.4146,0.3377,4.9589,0.0200,0.546668
13695,256.0772,0.3402,4.9562,0.0200,0.468636
13696,274.2728,0.3426,5.0027,0.0200,0.449487
13697,253.5318,0.3417,5.0384,0.0200,0.518014
13698,266.3024,0.3372,4.9562,0.0200,0.493146
13699,285.0100,0.3342,4.9616,0.0200,0.413567
13700,268.5593,0.3398,5.0274,0.0200,0.455187
13701,239.4597,0.3418,5.0959,0.0200,0.491237
13702,270.4716,0.3413,4.9616,0.0200,0.598887
13703,293.3423,0.3345,4.9781,0.0200,0.432591
13704,264.0090,0.3384,5.0466,0.0200,0.476473
13705,224.3006,0.3370,4.9644,0.0200,0.613715
13706,246.8996,0.3388,5.1315,0.0200,0.494105
13707,275.2129,0.3361,4.9151,0.0200,0.471275
13708,253.6781,0.3367,5.0247,0.0200,0.465804
13709,271.6056,0.3394,5.0110,0.0200,0.477382
13710,251.4472,0.3351,5.0438,0.0200,0.541447
13711,252.3624,0.3347,5.1151,0.0200,0.546555
13712,273.8891,0.3375,4.9726,0.0200,0.466622
13713,253.8330,0.3419,5.0219,0.0200,0.559490
13714,274.4083,0.3369,5.0164,0.0200,0.450961
13715,244.7371,0.3370,5.0356,0.0200,0.521647
13716,249.2529,0.3331,5.0575,0.0200,0.568635
13717,269.6330,0.3319,4.9836,0.0200,0.502301
13718,253.3721,0.3349,5.0767,0.0200,0.566184
13719,259.2843,0.3353,4.9425,0.0200,0.531870
13720,242.6712,0.3408,5.1397,0.0200,0.514823
13721,248.2181,0.3362,5.0192,0.0200,0.486714
13722,247.7258,0.3358,5.1041,0.0200,0.525811
13723,252.2004,0.3396,5.1507,0.0200,0.557182
13724,257.3059,0.3308,5.1260,0.0200,0.487982
13725,256.7116,0.3387,4.9534,0.0200,0.511039
13726,246.3528,0.3393,5.1699,0.0200,0.484077
13727,258.2093,0.3359,5.0795,0.0200,0.503566
13728,228.9599,0.3419,5.1260,0.0200,0.646640
13729,283.5848,0.3312,4.9370,0.0200,0.428770
13730,242.7821,0.3403,5.0219,0.0200,0.602027
13731,239.6433,0.3459,5.1808,0.0200,0.648260
13732,242.4972,0.3382,5.1507,0.0200,0.497442
13733,269.7919,0.3372,4.9151,0.0200,0.494606
13734,253.0192,0.3359,5.1260,0.0200,0.473494
13735,253.9205,0.3382,4.9370,0.0200,0.518057
13736,243.4149,0.3387,5.0274,0.0200,0.547551
13737,250.6241,0.3405,4.9260,0.0200,0.524474
13738,274.6302,0.3338,5.0603,0.0200,0.471195
13739,239.2604,0.3433,5.0849,0.0200,0.579041
13740,249.8476,0.3446,5.0027,0.0200,0.592788
13741,234.7488,0.3404,5.1534,0.0200,0.560048
13742,218.7345,0.3427,5.0740,0.0200,0.639006
13743,247.7107,0.3402,5.0986,0.0200,0.485963
13744,266.1046,0.3392,5.0712,0.0200,0.486753
13745,275.2157,0.3377,5.0822,0.0200,0.467494
13746,269.0632,0.3447,4.9945,0.0200,0.549150
13747,262.1906,0.3366,5.0055,0.0200,0.504264
13748,222.2900,0.3418,5.0301,0.0200,0.675652
13749,261.4983,0.3410,5.0274,0.0200,0.486442
13750,281.8188,0.3399,4.9753,0.0200,0.460423
13751,247.9928,0.3326,5.1452,0.0200,0.561399
13752,223.0136,0.3385,4.9808,0.0200,0.666565
13753,247.4953,0.3364,5.2164,0.0200,0.515963
13754,281.9801,0.3410,4.9425,0.0200,0.419812
13755,250.3108,0.3447,5.0986,0.0200,0.628873
13756,219.8469,0.3389,5.1370,0.0200,0.590907
13757,276.6429,0.3364,5.0521,0.0200,0.462424
13758,273.8521,0.3378,5.1041,0.0200,0.413015
13759,222.3860,0.3434,5.1863,0.0200,0.561816
13760,246.3034,0.3419,5.1534,0.0200,0.508862
13761,261.4472,0.3425,5.0795,0.0200,0.527906
13762,259.9801,0.3318,4.7753,0.0200,0.569085
13763,246.7828,0.3401,5.0685,0.0200,0.615201
13764,263.2500,0.3387,4.9288,0.0200,0.581772
13765,268.9101,0.3380,5.0411,0.0200,0.401257
13766,263.4362,0.3370,4.9753,0.0200,0.486919
13767,207.3147,0.3449,5.1836,0.0200,0.701699
13768,253.6307,0.3385,4.9507,0.0200,0.507381
13769,259.7582,0.3356,5.1014,0.0200,0.441757
13770,259.4628,0.3410,5.0658,0.0200,0.481657
13771,249.8844,0.3451,5.0247,0.0200,0.574850
13772,251.4984,0.3376,5.0493,0.0200,0.533860
13773,278.3531,0.3407,4.9178,0.0200,0.437971
13774,267.2587,0.3328,4.9589,0.0200,0.504652
13775,218.8755,0.3361,5.1644,0.0200,0.563179
13776,237.0118,0.3423,5.1151,0.0200,0.560455
13777,235.8502,0.3453,5.0137,0.0200,0.599954
13778,263.6870,0.3362,5.0356,0.0200,0.434908
13779,220.1888,0.3402,5.0685,0.0200,0.600192
13780,271.4190,0.3457,4.9425,0.0200,0.573292
13781,295.6266,0.3415,4.9014,0.0200,0.467084
13782,266.7926,0.3380,5.0767,0.0200,0.436182
13783,284.4410,0.3423,4.9890,0.0200,0.452536
13784,226.4717,0.3341,5.0795,0.0200,0.518248
13785,265.5734,0.3406,4.9562,0.0200,0.485034
13786,289.2819,0.3382,4.8301,0.0200,0.412533
13787,276.7698,0.3399,5.0548,0.0200,0.503772
13788,249.3936,0.3193,4.9945,0.0200,0.654616
13789,263.8660,0.3423,4.9890,0.0200,0.607283
13790,242.3424,0.3375,5.1425,0.0200,0.530822
13791,229.8705,0.3414,5.0986,0.0200,0.610156
13792,276.5626,0.3403,5.0521,0.0200,0.466832
13793,251.8768,0.3381,4.9370,0.0200,0.469481
13794,259.6152,0.3365,5.0521,0.0200,0.501450
13795,253.2485,0.3287,4.9671,0.0200,0.533889
13796,243.8675,0.3436,5.0329,0.0200,0.620260
13797,252.9907,0.3371,4.9534,0.0200,0.500543
13798,257.3040,0.3358,5.0795,0.0200,0.533073
13799,267.7447,0.3388,4.9671,0.0200,0.385952
13800,297.5076,0.3441,4.9562,0.0200,0.439791
13801,234.7276,0.3355,4.9288,0.0200,0.517324
13802,257.0654,0.3416,5.0712,0.0200,0.507147
13803,247.4717,0.3367,5.0740,0.0200,0.508086
13804,245.5506,0.3332,4.9205,0.0200,0.581123
13805,239.4683,0.3387,5.1123,0.0200,0.486786
13806,261.6250,0.3428,4.9945,0.0200,0.573239
13807,247.2601,0.3405,5.0164,0.0200,0.517233
13808,253.6041,0.3314,5.0548,0.0200,0.530683
13809,273.1572,0.3422,4.9288,0.0200,0.556163
13810,277.6023,0.3437,5.1068,0.0200,0.555201
13811,262.4609,0.3340,4.8959,0.0200,0.497440
13812,288.0205,0.3393,4.8575,0.0200,0.450167
13813,270.0868,0.3417,5.1315,0.0200,0.473684
13814,258.0079,0.3378,5.0767,0.0200,0.445279
13815,278.8526,0.3443,4.9397,0.0200,0.488590
13816,269.8865,0.3421,4.9616,0.0200,0.496882
13817,269.5672,0.3436,5.0466,0.0200,0.525755
13818,272.6416,0.3387,4.9918,0.0200,0.478525
13819,254.7970,0.3431,5.0822,0.0200,0.517338
13820,285.9502,0.3412,4.8932,0.0200,0.457149
13821,225.3762,0.3345,5.1288,0.0200,0.611218
13822,257.1751,0.3389,5.1096,0.0200,0.460592
13823,250.9353,0.3348,5.0959,0.0200,0.475156
13824,255.6957,0.3472,5.1205,0.0200,0.560622
13825,269.8246,0.3312,5.0301,0.0200,0.470030
13826,220.5395,0.3343,5.1096,0.0200,0.550593
13827,283.8891,0.3350,5.0329,0.0200,0.423895
13828,224.1049,0.3359,5.0822,0.0200,0.557939
13829,276.7537,0.3370,5.0219,0.0200,0.445955
13830,215.2981,0.3419,5.0603,0.0200,0.692495
13831,254.8363,0.3435,5.0000,0.0200,0.534047
13832,263.4393,0.3404,5.0027,0.0200,0.502182
13833,237.3597,0.3408,5.0822,0.0200,0.686738
13834,273.7781,0.3421,5.0329,0.0200,0.459670
13835,249.0718,0.3448,5.1342,0.0200,0.594852
13836,258.4455,0.3344,5.0356,0.0200,0.446995
13837,284.3131,0.3391,5.0438,0.0200,0.443030
13838,271.0084,0.3389,5.0575,0.0200,0.424599
13839,235.1906,0.3388,5.1945,0.0200,0.544130
13840,247.4442,0.3349,5.0685,0.0200,0.487152
13841,287.1819,0.3446,4.9562,0.0200,0.480601
13842,247.3365,0.3415,5.0137,0.0200,0.494640
13843,239.1628,0.3365,5.1753,0.0200,0.538033
13844,240.4463,0.3462,5.1507,0.0200,0.505586
13845,249.9892,0.3379,5.1123,0.0200,0.442067
13846,220.3587,0.3369,5.0274,0.0200,0.545269
13847,254.4971,0.3383,5.1753,0.0200,0.461398
13848,268.4450,0.3449,4.9781,0.0200,0.553181
13849,252.3648,0.3398,5.1425,0.0200,0.476414
13850,265.5722,0.3459,5.1534,0.0200,0.512730
13851,235.1475,0.3354,5.1534,0.0200,0.604989
13852,292.3138,0.3425,4.9562,0.0200,0.461114
13853,259.4473,0.3383,5.0411,0.0200,0.510918
13854,277.1290,0.3194,4.9178,0.0200,0.548504
13855,276.1410,0.3329,4.9863,0.0200,0.488115
13856,276.0208,0.3432,4.9014,0.0200,0.485594
13857,250.5252,0.3380,4.9589,0.0200,0.535514
13858,244.9766,0.3398,5.2247,0.0200,0.516147
13859,253.7087,0.3388,5.1397,0.0200,0.519485
13860,247.0474,0.3415,5.0767,0.0200,0.519390
13861,252.1979,0.3329,5.0411,0.0200,0.493773
13862,279.4588,0.3432,4.9589,0.0200,0.453589
13863,265.3890,0.3388,5.0329,0.0200,0.515099
13864,257.3573,0.3411,5.0740,0.0200,0.464323
13865,266.6955,0.3365,4.9041,0.0200,0.433918
13866,298.9905,0.3426,4.9644,0.0200,0.415471
13867,277.1964,0.3403,5.0767,0.0200,0.488634
13868,272.7799,0.3344,4.9699,0.0200,0.435810
13869,232.9491,0.3431,5.2466,0.0200,0.568995
13870,240.6144,0.3385,5.0740,0.0200,0.509383
13871,233.5981,0.3370,5.0411,0.0200,0.562485
13872,261.4423,0.3381,5.1233,0.0200,0.422215
13873,245.6413,0.3405,5.1342,0.0200,0.598387
13874,253.8052,0.3389,5.1945,0.0200,0.501181
13875,259.8649,0.3424,5.1178,0.0200,0.511076
13876,262.0472,0.3360,4.8767,0.0200,0.544024
13877,270.8614,0.3338,4.9370,0.0200,0.465901
13878,257.5268,0.3381,5.1479,0.0200,0.542230
13879,239.9540,0.3376,5.0904,0.0200,0.568932
13880,267.3145,0.3425,5.0877,0.0200,0.509171
13881,272.9179,0.3417,4.9918,0.0200,0.508345
13882,270.8492,0.3437,5.0548,0.0200,0.528271
13883,246.4345,0.3377,4.9945,0.0200,0.520529
13884,234.9613,0.3329,5.2356,0.0200,0.554975
13885,272.1282,0.3389,4.9945,0.0200,0.480160
13886,232.7153,0.3422,5.1452,0.0200,0.546409
13887,260.1246,0.3370,5.0548,0.0200,0.473133
13888,267.8807,0.3390,5.0740,0.0200,0.451346
13889,239.4281,0.3362,5.0521,0.0200,0.562538
13890,279.7305,0.3397,4.9945,0.0200,0.451439
13891,280.3477,0.3393,5.0192,0.0200,0.384746
13892,269.3252,0.3368,5.0959,0.0200,0.438465
13893,258.3674,0.3406,5.1096,0.0200,0.491749
13894,228.5883,0.3365,5.0877,0.0200,0.670886
13895,255.6591,0.3469,5.1534,0.0200,0.564657
13896,266.7924,0.3385,5.1507,0.0200,0.450703
13897,257.4317,0.3410,4.8356,0.0200,0.576690
13898,252.4149,0.3421,5.0603,0.0200,0.601690
13899,260.6854,0.3428,5.0658,0.0200,0.495934
13900,233.4181,0.3406,5.0740,0.0200,0.593164
13901,268.9492,0.3419,5.1534,0.0200,0.480593
13902,247.2173,0.3403,4.9836,0.0200,0.511153
13903,278.2588,0.3374,5.0329,0.0200,0.421546
13904,258.8917,0.3389,5.0521,0.0200,0.489382
13905,270.0595,0.3385,4.9836,0.0200,0.513072
13906,263.3562,0.3461,5.0548,0.0200,0.548806
13907,250.1253,0.3320,4.9562,0.0200,0.580585
13908,249.5147,0.3295,5.0247,0.0200,0.435233
13909,269.5228,0.3411,5.0959,0.0200,0.396365
