episodio,retorno,c_medio,coste_medio,epsilon,error_TD_medio
13910,241.1858,0.3395,4.9562,0.0200,0.541024
13911,259.7601,0.3347,5.0849,0.0200,0.452329
13912,253.7269,0.3362,4.9260,0.0200,0.570622
13913,285.8207,0.3427,4.9233,0.0200,0.492844
13914,273.9041,0.3410,5.0247,0.0200,0.463912
13915,243.3017,0.3438,5.1233,0.0200,0.557053
13916,242.2872,0.3437,5.2247,0.0200,0.488904
13917,242.6738,0.3363,5.0493,0.0200,0.529202
13918,231.6457,0.3377,5.1151,0.0200,0.582197
13919,273.6849,0.3436,4.9452,0.0200,0.504235
13920,265.1672,0.3412,4.8740,0.0200,0.553005
13921,265.8426,0.3412,5.0192,0.0200,0.634527
13922,246.6577,0.3435,5.1260,0.0200,0.557965
13923,264.2613,0.3435,5.0329,0.0200,0.490139
13924,257.8493,0.3398,4.9973,0.0200,0.503753
13925,232.1532,0.3398,4.9205,0.0200,0.529948
13926,238.3142,0.3411,5.0630,0.0200,0.577802
13927,264.3095,0.3364,5.0767,0.0200,0.446472
13928,265.9609,0.3422,4.9397,0.0200,0.445817
13929,239.6503,0.3419,5.0795,0.0200,0.643280
13930,275.6860,0.3307,4.9123,0.0200,0.460573
13931,247.1893,0.3341,5.0740,0.0200,0.545030
13932,285.3016,0.3373,5.0740,0.0200,0.363337
13933,235.9646,0.3374,5.0329,0.0200,0.574741
13934,257.4390,0.3350,5.0630,0.0200,0.474159
13935,278.0250,0.3430,5.0712,0.0200,0.468718
13936,269.1076,0.3437,4.8822,0.0200,0.491963
13937,230.1504,0.3369,5.1288,0.0200,0.647276
13938,282.1426,0.3342,4.8219,0.0200,0.458014
13939,246.6633,0.3455,5.2219,0.0200,0.553368
13940,238.6684,0.3398,5.0329,0.0200,0.479979
13941,269.7017,0.3301,4.9890,0.0200,0.462753
13942,237.3825,0.3413,4.9479,0.0200,0.626095
13943,240.0147,0.3365,5.0548,0.0200,0.587611
13944,243.8609,0.3363,5.0466,0.0200,0.536891
13945,243.8487,0.3427,4.9945,0.0200,0.481445
13946,263.1374,0.3373,4.9973,0.0200,0.470197
13947,241.0943,0.3446,4.9781,0.0200,0.651184
13948,284.2572,0.3394,4.9370,0.0200,0.502067
13949,255.5613,0.3362,5.1507,0.0200,0.559037
13950,268.3759,0.3397,5.0548,0.0200,0.408675
13951,244.1232,0.3368,5.1096,0.0200,0.574201
13952,256.8299,0.3442,4.9233,0.0200,0.584933
13953,264.9770,0.3431,5.0027,0.0200,0.518318
13954,250.4473,0.3404,5.0712,0.0200,0.612505
13955,245.5109,0.3377,5.1616,0.0200,0.586595
13956,251.8942,0.3383,4.9260,0.0200,0.586464
13957,263.8740,0.3402,5.1808,0.0200,0.465127
13958,223.6121,0.3419,5.1370,0.0200,0.555677
13959,279.5388,0.3408,5.0301,0.0200,0.468803
13960,271.1657,0.3338,5.1096,0.0200,0.498127
13961,253.7322,0.3343,5.0877,0.0200,0.579135
13962,249.0891,0.3462,5.0137,0.0200,0.577021
13963,242.1976,0.3391,5.0795,0.0200,0.598256
13964,249.7852,0.3442,5.0219,0.0200,0.621694
13965,218.9212,0.3461,5.0630,0.0200,0.567501
13966,249.2912,0.3404,5.1589,0.0200,0.523325
13967,263.2414,0.3430,5.0438,0.0200,0.489267
13968,276.8133,0.3433,4.8740,0.0200,0.495896
13969,255.8947,0.3433,5.2301,0.0200,0.452424
13970,230.8347,0.3448,5.0630,0.0200,0.581499
13971,246.4666,0.3359,5.0000,0.0200,0.509018
13972,256.8704,0.3454,5.0685,0.0200,0.555944
13973,277.4509,0.3427,4.9397,0.0200,0.529371
13974,260.8485,0.3411,5.0904,0.0200,0.474591
13975,247.1598,0.3432,5.0658,0.0200,0.624047
13976,275.5437,0.3395,4.9233,0.0200,0.496098
13977,238.7280,0.3417,5.1753,0.0200,0.563958
13978,251.1649,0.3422,5.0740,0.0200,0.492605
13979,250.9898,0.3391,4.9315,0.0200,0.542059
13980,249.6083,0.3408,5.1041,0.0200,0.556653
13981,253.0677,0.3434,5.1233,0.0200,0.529873
13982,279.0103,0.3379,4.9315,0.0200,0.415869
13983,236.8870,0.3411,5.1151,0.0200,0.551108
13984,281.1459,0.3421,4.9753,0.0200,0.522549
13985,282.3693,0.3436,5.1068,0.0200,0.498642
13986,235.9725,0.3365,5.0274,0.0200,0.585169
13987,250.2187,0.3411,5.0219,0.0200,0.587397
13988,266.0016,0.3438,5.0301,0.0200,0.528357
13989,270.9002,0.3344,5.0575,0.0200,0.460810
13990,260.9545,0.3344,4.9425,0.0200,0.477228
13991,259.5050,0.3388,5.0877,0.0200,0.554456
13992,258.6506,0.3431,5.1205,0.0200,0.568268
13993,247.7996,0.3411,4.9397,0.0200,0.516940
13994,281.8735,0.3410,5.0548,0.0200,0.463385
13995,211.0804,0.3387,5.2274,0.0200,0.727817
13996,274.3067,0.3333,5.1096,0.0200,0.439103
13997,252.6604,0.3393,5.0932,0.0200,0.513428
13998,301.2961,0.3411,4.8904,0.0200,0.514331
13999,283.1324,0.3416,5.0000,0.0200,0.451250
14000,256.0289,0.3398,5.1507,0.0200,0.506172
14001,274.6925,0.3415,5.0164,0.0200,0.504480
14002,271.8621,0.3326,4.9452,0.0200,0.465058
14003,260.1272,0.3377,5.1068,0.0200,0.463624
14004,281.5610,0.3348,5.0219,0.0200,0.448498
14005,255.6426,0.3434,5.0658,0.0200,0.491091
14006,223.8442,0.3391,5.1123,0.0200,0.483670
14007,241.7603,0.3304,4.9041,0.0200,0.550051
14008,250.3861,0.3368,4.9589,0.0200,0.621258
14009,247.0596,0.3379,5.1041,0.0200,0.472864
14010,297.3290,0.3434,4.8438,0.0200,0.449394
14011,252.0043,0.3399,5.1425,0.0200,0.467741
14012,263.4633,0.3437,5.0685,0.0200,0.513751
14013,252.3373,0.3402,5.1096,0.0200,0.453040
14014,278.0272,0.3429,5.0137,0.0200,0.503767
14015,239.5685,0.3349,5.0247,0.0200,0.528629
14016,281.6901,0.3350,4.8548,0.0200,0.457425
14017,294.5023,0.3364,4.9370,0.0200,0.499467
14018,246.0856,0.3390,5.0493,0.0200,0.602674
14019,233.4788,0.3394,5.0521,0.0200,0.543555
14020,273.6769,0.3440,4.9288,0.0200,0.553855
14021,271.1704,0.3429,5.0329,0.0200,0.484315
14022,257.2325,0.3380,4.9425,0.0200,0.458237
14023,263.1464,0.3413,5.0767,0.0200,0.467893
14024,250.3919,0.3391,5.0712,0.0200,0.529933
14025,267.7173,0.3427,5.0849,0.0200,0.479999
14026,291.7879,0.3417,4.9041,0.0200,0.411395
14027,283.4606,0.3342,4.9397,0.0200,0.434864
14028,287.3994,0.3445,5.0603,0.0200,0.460576
14029,260.8827,0.3398,5.1397,0.0200,0.434864
14030,246.2201,0.3435,4.9370,0.0200,0.534408
14031,293.0638,0.3355,4.8356,0.0200,0.429415
14032,222.3382,0.3387,5.0877,0.0200,0.635088
14033,251.2857,0.3440,5.0219,0.0200,0.437062
14034,292.3407,0.3460,5.1068,0.0200,0.450083
14035,265.7556,0.3427,5.0137,0.0200,0.476902
14036,270.0644,0.3375,4.8575,0.0200,0.422676
14037,286.0525,0.3424,4.9068,0.0200,0.435797
14038,248.7989,0.3408,5.0466,0.0200,0.513620
14039,304.0003,0.3407,4.9671,0.0200,0.480008
14040,212.1980,0.3429,5.0164,0.0200,0.765008
14041,243.6768,0.3416,5.1178,0.0200,0.663342
14042,257.7082,0.3425,5.1096,0.0200,0.556121
14043,270.0547,0.3428,5.0055,0.0200,0.471763
14044,262.0496,0.3374,4.9808,0.0200,0.454771
14045,230.9415,0.3400,5.0877,0.0200,0.562197
14046,274.6902,0.3441,5.0055,0.0200,0.436502
14047,268.9535,0.3380,5.0027,0.0200,0.511968
14048,258.3450,0.3412,5.1479,0.0200,0.462758
14049,272.1883,0.3398,4.9781,0.0200,0.459625
14050,256.3206,0.3372,4.9534,0.0200,0.431175
14051,274.3305,0.3433,4.9479,0.0200,0.479793
14052,270.3800,0.3306,4.8658,0.0200,0.518926
14053,240.1795,0.3364,5.1890,0.0200,0.545895
14054,261.3589,0.3390,5.0630,0.0200,0.457534
14055,255.4399,0.3379,5.0192,0.0200,0.457347
14056,274.8635,0.3448,5.0000,0.0200,0.505555
14057,272.7292,0.3387,5.0575,0.0200,0.441030
14058,256.7869,0.3437,5.0986,0.0200,0.463030
14059,246.7981,0.3362,5.0877,0.0200,0.590665
14060,254.7949,0.3382,4.9808,0.0200,0.515123
14061,272.3513,0.3423,4.9836,0.0200,0.440945
14062,269.4059,0.3347,4.8822,0.0200,0.479748
14063,252.2828,0.3374,4.9973,0.0200,0.473715
14064,288.6027,0.3448,4.9890,0.0200,0.443345
14065,249.6914,0.3380,5.0603,0.0200,0.482005
14066,250.4001,0.3411,5.0219,0.0200,0.506030
14067,240.8074,0.3342,5.0959,0.0200,0.559867
14068,306.7489,0.3410,4.9260,0.0200,0.389489
14069,218.3293,0.3437,5.1452,0.0200,0.663977
14070,288.8464,0.3389,4.8603,0.0200,0.409304
14071,248.3931,0.3349,5.0904,0.0200,0.445190
14072,266.6319,0.3302,4.9123,0.0200,0.522061
14073,294.3676,0.3380,4.9644,0.0200,0.488519
14074,274.5834,0.3400,5.0630,0.0200,0.449706
14075,303.0351,0.3437,4.9644,0.0200,0.415330
14076,251.7496,0.3402,5.0767,0.0200,0.502469
14077,270.6612,0.3346,4.9589,0.0200,0.453953
14078,261.1667,0.3373,4.9890,0.0200,0.490028
14079,231.7459,0.3317,5.0137,0.0200,0.547050
14080,244.5582,0.3394,5.0110,0.0200,0.484182
14081,256.0098,0.3392,5.0164,0.0200,0.510085
14082,253.9750,0.3404,5.1260,0.0200,0.529116
14083,265.0577,0.3313,5.0740,0.0200,0.479378
14084,288.2318,0.3447,5.0164,0.0200,0.467293
14085,275.7179,0.3400,4.8877,0.0200,0.507057
14086,301.7588,0.3421,4.9342,0.0200,0.447887
14087,249.6672,0.3411,5.0658,0.0200,0.583283
14088,256.0288,0.3432,5.0575,0.0200,0.548071
14089,279.0865,0.3311,4.9260,0.0200,0.457218
14090,276.7156,0.3357,4.9781,0.0200,0.450169
14091,238.0863,0.3389,5.0822,0.0200,0.609908
14092,293.3090,0.3410,5.0411,0.0200,0.411316
14093,292.2314,0.3396,4.9479,0.0200,0.486071
14094,262.2392,0.3429,4.9178,0.0200,0.590138
14095,252.8139,0.3372,5.0959,0.0200,0.545768
14096,291.7145,0.3403,4.9068,0.0200,0.456974
14097,229.7695,0.3418,5.0247,0.0200,0.634048
14098,247.7011,0.3391,5.0658,0.0200,0.487858
14099,261.7380,0.3389,5.0795,0.0200,0.455083
14100,244.0225,0.3458,5.1178,0.0200,0.690049
14101,232.8714,0.3400,5.1616,0.0200,0.567961
14102,244.9651,0.3347,5.0411,0.0200,0.534231
14103,265.5085,0.3399,4.9479,0.0200,0.473031
14104,251.6377,0.3427,5.1123,0.0200,0.570612
14105,242.4739,0.3456,5.0959,0.0200,0.643865
14106,262.0549,0.3394,5.0603,0.0200,0.519531
14107,283.7267,0.3377,5.0301,0.0200,0.418704
14108,231.8518,0.3419,5.0493,0.0200,0.615918
14109,254.4342,0.3352,5.0301,0.0200,0.492644
14110,279.1911,0.3324,4.8658,0.0200,0.501902
14111,257.2971,0.3379,5.1096,0.0200,0.473005
14112,234.1252,0.3370,5.0795,0.0200,0.504300
14113,270.0362,0.3385,5.1315,0.0200,0.452123
14114,241.6953,0.3409,5.1644,0.0200,0.570158
14115,243.8564,0.3374,5.1096,0.0200,0.545766
14116,241.9845,0.3371,5.0932,0.0200,0.571209
14117,258.6003,0.3440,4.9918,0.0200,0.525360
14118,267.7228,0.3385,5.1616,0.0200,0.554553
14119,232.9404,0.3374,5.0110,0.0200,0.595968
14120,243.2584,0.3350,5.0767,0.0200,0.481820
14121,254.2365,0.3409,5.0685,0.0200,0.471811
14122,252.3544,0.3476,5.2411,0.0200,0.508878
14123,269.1727,0.3180,4.8795,0.0200,0.483858
14124,252.9168,0.3425,5.1178,0.0200,0.485327
14125,271.3472,0.3460,5.1123,0.0200,0.557783
14126,254.2355,0.3373,4.9836,0.0200,0.507957
14127,286.7660,0.3403,5.0877,0.0200,0.448722
14128,249.9388,0.3344,5.0548,0.0200,0.509013
14129,220.5963,0.3398,5.0877,0.0200,0.552291
14130,252.8193,0.3375,4.9918,0.0200,0.485296
14131,270.4491,0.3361,5.0356,0.0200,0.468605
14132,265.8140,0.3428,5.0301,0.0200,0.466090
14133,233.4965,0.3399,5.0411,0.0200,0.557180
14134,287.0885,0.3416,4.8740,0.0200,0.431499
14135,257.2079,0.3390,5.1342,0.0200,0.474291
14136,283.6423,0.3362,5.0603,0.0200,0.390939
14137,245.9091,0.3404,5.1534,0.0200,0.545252
14138,238.4400,0.3415,4.9863,0.0200,0.518473
14139,259.7780,0.3358,5.0740,0.0200,0.471242
14140,267.2562,0.3399,5.0630,0.0200,0.474324
14141,277.5669,0.3416,4.9781,0.0200,0.546487
14142,265.1498,0.3386,5.0301,0.0200,0.486867
14143,266.3471,0.3171,4.7781,0.0200,0.563182
14144,254.1654,0.3420,4.9781,0.0200,0.500398
14145,293.1313,0.3446,4.9342,0.0200,0.474310
14146,250.6706,0.3330,5.0548,0.0200,0.511672
14147,283.3337,0.3386,4.8685,0.0200,0.446715
14148,251.8676,0.3427,5.1534,0.0200,0.461001
14149,270.1020,0.3370,5.1096,0.0200,0.491380
14150,241.6501,0.3428,5.0466,0.0200,0.556124
14151,259.0957,0.3397,5.0164,0.0200,0.440302
14152,240.4380,0.3402,5.0603,0.0200,0.675948
14153,214.5629,0.3315,4.9233,0.0200,0.670938
14154,244.6927,0.3431,5.0301,0.0200,0.594900
14155,253.7288,0.3392,4.9945,0.0200,0.453363
14156,276.0405,0.3393,5.1425,0.0200,0.432389
14157,264.2598,0.3456,5.1068,0.0200,0.489840
14158,231.5967,0.3401,5.0521,0.0200,0.589258
14159,274.1747,0.3454,5.0219,0.0200,0.528559
14160,255.8726,0.3440,4.9753,0.0200,0.606923
14161,268.4400,0.3460,5.0192,0.0200,0.518146
14162,256.6593,0.3434,5.1370,0.0200,0.538207
14163,261.5746,0.3402,5.0466,0.0200,0.512282
14164,278.6109,0.3407,5.0384,0.0200,0.490605
14165,238.2167,0.3428,5.0822,0.0200,0.523214
14166,265.3089,0.3413,5.0877,0.0200,0.447200
14167,249.2279,0.3380,5.0192,0.0200,0.564366
14168,260.7308,0.3410,5.0164,0.0200,0.442370
14169,280.0088,0.3349,4.8712,0.0200,0.550084
14170,245.2970,0.3389,5.1096,0.0200,0.573936
14171,244.9772,0.3392,4.8548,0.0200,0.583658
14172,238.6262,0.3369,5.1233,0.0200,0.555987
14173,230.4312,0.3370,5.0740,0.0200,0.548276
14174,232.9900,0.3413,5.0411,0.0200,0.519179
14175,269.3245,0.3410,4.9945,0.0200,0.429305
14176,241.0931,0.3427,5.0849,0.0200,0.568145
14177,290.5410,0.3378,4.8438,0.0200,0.394538
14178,277.8467,0.3321,4.9123,0.0200,0.453355
14179,268.9364,0.3426,5.1151,0.0200,0.530220
14180,265.7587,0.3380,4.9918,0.0200,0.478879
14181,291.3305,0.3439,4.9890,0.0200,0.435714
14182,245.1275,0.3365,4.8384,0.0200,0.508974
14183,216.6817,0.3368,5.0986,0.0200,0.608075
14184,299.5607,0.3448,5.0712,0.0200,0.398598
14185,268.2158,0.3395,4.9945,0.0200,0.476271
14186,250.2308,0.3374,5.0027,0.0200,0.564839
14187,264.3362,0.3365,4.9151,0.0200,0.524262
14188,261.4519,0.3427,5.1342,0.0200,0.533362
14189,251.6655,0.3351,5.1644,0.0200,0.488887
14190,277.5176,0.3213,4.9068,0.0200,0.524168
14191,260.4571,0.3420,5.1753,0.0200,0.456263
14192,224.7533,0.3371,4.9918,0.0200,0.599560
14193,246.1832,0.3392,4.9973,0.0200,0.551304
14194,226.1312,0.3390,5.0959,0.0200,0.564223
14195,252.8233,0.3442,5.1342,0.0200,0.522413
14196,235.7163,0.3416,5.0521,0.0200,0.548548
14197,271.7962,0.3371,5.1178,0.0200,0.450951
14198,289.7984,0.3324,4.8740,0.0200,0.403103
14199,292.6324,0.3387,4.9726,0.0200,0.426555
14200,241.3041,0.3435,5.0685,0.0200,0.499655
14201,252.5957,0.3460,5.0438,0.0200,0.565293
14202,261.4182,0.3419,4.8795,0.0200,0.558731
14203,219.9665,0.3403,4.9589,0.0200,0.592211
14204,287.7764,0.3455,5.0575,0.0200,0.516597
14205,234.3968,0.3411,5.0575,0.0200,0.561470
14206,252.1785,0.3393,5.0849,0.0200,0.509477
14207,239.4163,0.3416,4.9863,0.0200,0.597198
14208,263.2729,0.3438,4.9452,0.0200,0.580770
14209,228.1237,0.3426,5.1562,0.0200,0.732636
14210,254.7895,0.3375,5.0438,0.0200,0.477031
14211,272.3594,0.3387,5.0274,0.0200,0.485463
14212,216.4369,0.3359,5.0356,0.0200,0.582795
14213,236.5383,0.3387,5.1534,0.0200,0.528949
14214,254.0827,0.3325,4.9288,0.0200,0.422553
14215,204.3897,0.3340,5.0904,0.0200,0.681325
14216,275.2282,0.3366,5.1151,0.0200,0.440194
14217,242.4133,0.3400,5.2274,0.0200,0.515526
14218,235.4074,0.3466,5.1616,0.0200,0.671318
14219,240.6699,0.3347,5.1151,0.0200,0.506639
14220,223.4227,0.3346,5.1973,0.0200,0.628570
14221,243.8646,0.3377,5.1123,0.0200,0.540479
14222,264.9686,0.3379,5.0329,0.0200,0.455430
14223,274.2285,0.3390,5.0740,0.0200,0.430790
14224,275.3726,0.3420,4.9918,0.0200,0.552027
14225,282.0269,0.3426,4.9452,0.0200,0.387088
14226,234.3947,0.3363,5.1342,0.0200,0.567968
14227,279.1500,0.3385,4.9014,0.0200,0.411361
14228,261.0410,0.3384,5.0877,0.0200,0.442957
14229,254.2132,0.3454,5.0932,0.0200,0.520837
14230,247.6281,0.3388,5.1123,0.0200,0.539527
14231,292.7573,0.3420,4.8904,0.0200,0.419905
14232,291.2739,0.3320,4.8493,0.0200,0.486214
14233,256.7750,0.3357,4.9644,0.0200,0.436079
14234,279.7082,0.3361,4.9589,0.0200,0.461306
14235,283.5119,0.2918,4.7342,0.0200,0.679388
14236,265.3160,0.3382,5.0767,0.0200,0.465004
14237,276.7801,0.3395,5.0548,0.0200,0.401299
14238,249.3968,0.3455,5.1534,0.0200,0.488702
14239,234.8987,0.3432,5.2055,0.0200,0.573159
14240,257.8500,0.3391,4.9918,0.0200,0.443824
14241,254.8722,0.3385,4.8849,0.0200,0.547799
14242,266.3184,0.3342,5.0822,0.0200,0.453277
14243,265.8564,0.3398,5.1260,0.0200,0.441073
14244,264.9170,0.3370,5.1315,0.0200,0.462879
14245,246.0138,0.3483,5.0411,0.0200,0.606232
14246,276.9414,0.3421,5.0000,0.0200,0.444370
14247,246.9209,0.3388,5.0822,0.0200,0.521592
14248,288.9404,0.3371,4.8877,0.0200,0.449262
14249,255.4421,0.3360,5.0822,0.0200,0.499610
14250,246.2159,0.3338,4.9014,0.0200,0.570064
14251,261.7881,0.3376,4.9890,0.0200,0.535652
14252,233.2333,0.3375,5.0438,0.0200,0.524036
14253,278.9447,0.3461,5.1260,0.0200,0.444302
14254,234.1123,0.3361,5.0877,0.0200,0.529664
14255,244.3359,0.3399,4.9890,0.0200,0.583974
14256,263.3433,0.3317,4.8548,0.0200,0.453674
14257,246.5184,0.3419,5.1644,0.0200,0.598546
14258,260.9113,0.3411,5.0630,0.0200,0.446266
14259,242.3772,0.3251,4.8767,0.0200,0.543511
14260,245.4936,0.3451,5.0384,0.0200,0.567611
14261,273.9747,0.3359,5.0356,0.0200,0.474482
14262,277.2170,0.3397,4.9041,0.0200,0.441097
14263,287.3935,0.3433,4.8904,0.0200,0.450845
14264,243.1462,0.3368,5.0055,0.0200,0.528041
14265,276.9380,0.3343,4.8658,0.0200,0.433638
14266,270.3332,0.3365,5.0685,0.0200,0.488883
14267,224.3240,0.3389,5.2192,0.0200,0.605384
14268,270.7547,0.3388,4.9753,0.0200,0.473656
14269,237.0077,0.3384,4.8493,0.0200,0.532106
14270,268.0661,0.3379,5.0301,0.0200,0.451080
14271,243.6418,0.3369,5.1178,0.0200,0.514581
14272,257.5810,0.3253,4.8082,0.0200,0.570694
14273,259.4360,0.3460,4.9836,0.0200,0.708710
14274,242.5087,0.3375,5.2137,0.0200,0.538444
14275,236.0388,0.3377,5.0877,0.0200,0.585863
14276,260.1462,0.3386,5.0192,0.0200,0.453162
14277,262.0621,0.3430,5.1288,0.0200,0.453563
14278,257.8415,0.3387,5.0904,0.0200,0.489046
14279,263.7973,0.3421,5.0658,0.0200,0.527616
14280,268.3920,0.3412,5.0027,0.0200,0.556831
14281,278.9062,0.3369,5.0356,0.0200,0.479074
14282,281.6233,0.3394,5.0438,0.0200,0.499926
14283,272.0872,0.3353,5.0438,0.0200,0.447934
14284,233.2636,0.3314,5.1123,0.0200,0.576530
14285,275.1465,0.3442,4.9726,0.0200,0.522247
14286,251.0882,0.3352,5.0932,0.0200,0.419873
14287,279.0762,0.3390,4.9699,0.0200,0.428359
14288,267.9812,0.3432,5.1123,0.0200,0.455534
14289,245.4121,0.3362,4.9616,0.0200,0.557203
14290,264.9141,0.3395,5.0548,0.0200,0.464757
14291,273.8854,0.3291,4.9479,0.0200,0.535704
14292,262.3531,0.3450,5.0603,0.0200,0.510809
14293,255.3712,0.3407,5.1425,0.0200,0.464186
14294,260.6369,0.3388,5.0877,0.0200,0.480942
14295,259.2315,0.3328,4.9671,0.0200,0.517015
14296,223.1805,0.3408,5.1507,0.0200,0.611269
14297,292.2959,0.3372,4.8904,0.0200,0.494009
14298,264.3392,0.3354,4.8877,0.0200,0.474725
14299,236.0540,0.3436,5.0685,0.0200,0.542138
14300,241.1533,0.3371,5.0384,0.0200,0.502503
14301,258.1616,0.3421,5.0740,0.0200,0.499430
14302,242.0500,0.3368,5.0329,0.0200,0.523131
14303,249.7212,0.3343,5.0603,0.0200,0.533446
14304,217.5248,0.3421,5.1205,0.0200,0.480842
14305,237.5366,0.3365,5.0411,0.0200,0.481951
14306,269.5511,0.3426,5.1014,0.0200,0.495221
14307,262.6913,0.3382,5.2082,0.0200,0.456943
14308,273.5723,0.3442,4.9863,0.0200,0.512551
14309,267.9170,0.3389,5.1123,0.0200,0.432332
14310,246.2741,0.3357,4.9479,0.0200,0.477831
14311,292.6645,0.3404,4.8904,0.0200,0.468816
14312,268.4952,0.3399,5.1014,0.0200,0.463931
14313,258.1982,0.3357,4.9699,0.0200,0.485043
14314,295.6928,0.3383,4.8904,0.0200,0.419811
14315,268.1869,0.3362,5.0712,0.0200,0.535621
14316,276.3844,0.3452,4.9781,0.0200,0.493824
14317,262.0806,0.3361,4.9315,0.0200,0.508373
14318,221.4776,0.3450,5.0658,0.0200,0.629661
14319,242.9126,0.3413,5.1452,0.0200,0.490808
14320,248.4796,0.3445,5.1452,0.0200,0.637338
14321,282.5348,0.3433,4.8822,0.0200,0.504449
14322,261.0147,0.3443,5.0164,0.0200,0.498278
14323,311.7876,0.3443,5.0027,0.0200,0.404218
14324,252.0197,0.3439,5.1918,0.0200,0.575809
14325,256.6199,0.3408,4.9616,0.0200,0.525084
14326,243.7996,0.3398,5.1315,0.0200,0.634926
14327,237.4847,0.3325,4.9671,0.0200,0.593233
14328,239.2870,0.3419,5.0247,0.0200,0.581134
14329,296.0007,0.3247,4.8932,0.0200,0.492061
14330,233.9917,0.3423,5.1425,0.0200,0.608314
14331,225.4278,0.3356,5.0329,0.0200,0.705525
14332,299.7127,0.3400,4.8055,0.0200,0.448582
14333,270.6577,0.3308,4.9890,0.0200,0.429970
14334,240.6755,0.3299,4.9534,0.0200,0.619864
14335,208.9777,0.3400,5.1753,0.0200,0.629978
14336,293.4493,0.3424,5.0110,0.0200,0.390464
14337,257.9481,0.3420,5.1918,0.0200,0.488070
14338,265.2532,0.3388,5.0849,0.0200,0.499170
14339,233.7120,0.3375,5.1726,0.0200,0.575546
14340,278.2970,0.3355,4.9452,0.0200,0.458598
14341,263.5882,0.3392,5.1096,0.0200,0.485756
14342,263.3559,0.3350,4.9397,0.0200,0.527321
14343,276.1341,0.3381,4.8055,0.0200,0.446679
14344,250.7135,0.3431,5.0959,0.0200,0.510236
14345,261.3037,0.3403,5.0904,0.0200,0.460218
14346,257.3695,0.3385,5.0795,0.0200,0.505285
14347,276.0504,0.3416,5.0767,0.0200,0.434652
14348,245.5439,0.3402,5.0521,0.0200,0.515073
14349,257.8859,0.3392,4.9863,0.0200,0.515110
14350,261.3671,0.3306,4.9699,0.0200,0.468570
14351,277.8352,0.3436,4.9616,0.0200,0.502137
14352,241.1928,0.3445,5.0904,0.0200,0.574097
14353,239.2536,0.3435,5.0712,0.0200,0.632453
14354,261.6745,0.3404,5.1123,0.0200,0.487017
14355,236.2188,0.3449,5.0932,0.0200,0.581041
14356,273.7248,0.3450,5.0356,0.0200,0.465744
14357,252.9830,0.3386,5.0712,0.0200,0.437510
14358,281.3900,0.3382,4.9534,0.0200,0.476097
14359,252.0503,0.3325,5.0110,0.0200,0.542731
14360,295.5184,0.3387,5.0110,0.0200,0.421265
14361,248.7360,0.3467,5.0712,0.0200,0.603387
14362,272.5438,0.3438,5.0384,0.0200,0.508619
14363,266.0941,0.3346,5.0329,0.0200,0.416279
14364,268.1435,0.3430,5.1205,0.0200,0.465392
14365,224.7809,0.3372,5.1753,0.0200,0.561195
14366,230.1582,0.3371,5.1068,0.0200,0.554877
14367,279.4215,0.3434,5.0301,0.0200,0.467478
14368,275.0038,0.3392,4.9233,0.0200,0.450446
14369,229.2474,0.3394,5.1096,0.0200,0.575730
14370,257.7958,0.3403,4.9945,0.0200,0.534218
14371,217.5909,0.3419,5.2521,0.0200,0.646961
14372,266.2857,0.3401,5.0986,0.0200,0.507020
14373,279.3147,0.3425,5.0000,0.0200,0.445779
14374,228.7085,0.3414,5.1507,0.0200,0.596783
14375,274.2188,0.3414,5.0082,0.0200,0.457913
14376,267.9607,0.3444,4.9068,0.0200,0.493104
14377,222.2525,0.3377,5.1753,0.0200,0.592180
14378,246.2185,0.3413,5.0712,0.0200,0.590158
14379,212.1401,0.3396,5.1863,0.0200,0.560518
14380,274.4784,0.3350,5.2027,0.0200,0.402920
14381,257.2968,0.3381,5.1562,0.0200,0.481718
14382,281.0375,0.3368,5.0438,0.0200,0.431798
14383,258.1583,0.3398,5.0575,0.0200,0.507060
14384,223.5198,0.3397,5.2110,0.0200,0.606992
14385,253.7538,0.3363,5.0986,0.0200,0.526174
14386,253.7409,0.3404,5.0384,0.0200,0.503529
14387,221.8292,0.3389,5.0822,0.0200,0.579055
14388,275.6422,0.3349,4.9425,0.0200,0.471501
14389,273.2795,0.3440,5.0329,0.0200,0.535395
14390,234.0565,0.3382,5.0630,0.0200,0.638749
